CMS CODE,RO NAME,Zone,MOBILE NO,EMAIL IDS,ADDRESS 
46371TA371,Anjaney Petroleum,West II,9825427184,ALABHAINBHETARIA@GMAIL.COM," 265/Paiki 1, Village-Akha, Taluka-Vanthali, Distt.-Junagadh Junagadh Junagadh 362222"
60014RA014,Al Amine Service Station,East,7585068312,ALAMEENFILLING@GMAIL.COM,"Salboni Sundra, Nh 60 Salboni P.s Paschim Midnapur Salboni 721305"
60368RA368,ABG Associates,East,8876507162,ALIABDULKUDDUS@GMAIL.COM," Dag no 864, Patta no 243 Village – Gohain Gaon Sivasagar Sivasagar 785696"
55325XA325,Alifco Petroleum (Reconst: 55253XA253-Alifco Petroleum),South I,9072226422,ALIFCO1@GMAIL.COM,"Orumanayoor, K26   Thrissur Chavakkad 680514"
55506XA506,Seetha Rama filling station,South II,9866110713,ALIMILLASHASHIKANTH@GMAIL.COM," Survey No: 207/E,Village: Kolluvai, Taluk: Sarnagapur, Karimnagar Karimnagar 505454"
55216XA216,Alinkeel Petroleums,South I,9207885939,ALINKEELPETROLEUM@YAHOO.COM," Sy.No 32/1, Anjarakandy Village, Kannur Taluk, Kannur Kannur 670001"
50895NA895,Saqlaini Filing Station,North,9412512101,ALIREHANMBD@GMAIL.COM," Khasra No 662,Village-  Tazpur Mafi Post Office - Moradabad Moradbad Moradbad 244001"
45358TA358,International Filling Center,West I,9425061777,ALOK61777@GMAIL.COM,"274/1,275,273/1,273/2   Dhar Silotiya 480001"
45734TA734,Nar Narayan Petroleum (Reconst: 45478TA478),West II,9879982022,ALPESH3969@YAHOO.COM, Survey No. 327/P Kalol Gandhinagar Dhamasana 382006
56260XA260,Rifai Filling Station,South II,9032323232,alvialirifai@gmail.com," Sy No. 96, Opp. Govt School, Old Hafeezpet, Rangareddy Rangareddy 500049"
46730TA730,Siddhivinayak Petroleum,West I,9423972269,amaher2899@gmail.com," Gut No:137/2/2  Village: Satwaiwadi, Taluka : Deola, Nashik Nashik 423102"
55096XA096,Amala Fuels,South I,8547211126,AMALAESSAR@GMAIL.COM,Mukundapuram Amala Fuels Opp-gangamovies Thrissur Mala 680732
51050NA050,KAMAAYA FILLING STATION,North,9917330088,AMAN_AGARWAL33@YAHOO.IN," Khasra No-570/1 Village- Lisari,Tehsil-  Meerut  Meerut,  Meerut, 250002"
50413NA413,Dhanju Amsons Fuel Center,North,9415558801,AMANDHANJU9415@GMAIL.COM,"Khasra No. 94,91,92   Pilibhit Puranpur 242402"
50650NA650,Aman Filling Center,North,9721129999,AMANMISHRA431@GMAIL.COM, Village Ramgarh Tehsil Mishrikh Sitapur Sitapur 261403
45705TA705,Aman Petroelum (Reconst:45562TA56),West II,9979864511,AMANPETROLEUM313@GMAIL.COM,Block No. 48/2/P   Bharuch Bharuch 396001
50957NA957,Tek Singh Filling Point,North,9012865676,amanpratap559@gmail.com," Khata No 99 & Khasra No 1 Min, Village Matamai, Tehsil & Dist. Firozabad Firozabad Firozabad 283203"
60361RA361,A. M. ANSARI FUELS,East,9472545654,AMANSARIFUEL@GMAIL.COM,  KHESRA NO. - 733(OLD) 1309(NEW)  SAMASTIPUR Samastipur 848133
45712TA712,MANSURI PETROLEUM,West II,9426385449,AMANSURI32@GMAIL.COM," Survey No- 64/P1, Junabaria, Panchmahal Panchmahal 389380"
51026NA026,Indu Aseem Filling Station,North,9917185561,amanxyz20@gmail.com," Khasra No. 46/3 Village – Nagola,Tehsil -  Koil Aligarh , Aligarh , 202122"
56590XA590,Sara Fuels(Earlier Vishnu Fuels-55208xa208/55317XA317/55364XA364),South I,9048105068,amaravathifuels@gmail.com," Survey no.237/1/1,237/2, Thekkumbhagom Village, Kollam Kollam 691584"
46635TA635,Rajarshi Petroleum,West II,9979799797,AMARDEEPSINH@YAHOO.COM," Survey No.55/4 Paiki 1,Village–Hasanpar, Taluka-Wankaner, Morbi Morbi 384315"
45653TA653,Amar Petroleum (Reconst: 45069TA069),West II,9824600399,AMARFARM@YAHOO.COM,"Shed No.I /2, Plot No.3-4,, G28   Patan Patan 384265"
50167NA167,Amar Filling Station,West III,7665554444,amarfilling961@gmail.com,"Chirawa KhasraNo.259/2,Bakhtawarpur   Jhunjhunu Jhunjhunu 313001"
56328XA328,Sri Veerabhadreshwara Fuel,South II,9481622073,amarindia2006@gmail.com ," Service Station Sy.No 200/2, Lingadahalli Village, Chikamagaluru Chikamagaluru 577129"
51184NA184,Hanumat Filling Station ,North,9125171314,AMARJAISWALG@GMAIL.COM," Khasra No-55 Village-Mathia,Tehsil- Tumkuhi Raj Kushinagar Kushinagar 274401"
45987TA987,Amarnath Petroleum,West II,9925074821,amarnathpetroleum5825@gmail.com," Survey No: 122 Paiki1/Paiki1 Plot No 15, 16, 17, 18, 19, 20,Village: Tharad, Banaskantha, Banaskantha, 385565"
50876NA876,Andhana Filling Station,West III,9413310007,AMARSINGHANDHANA@GMAIL.COM," Khasra No.1397/1090 & 1395/1091,  Village Maloni, Tehsil-Roopwas, Bharatpu Bharatpu 321404"
51206NA206,Hari Om Petrolium,West III,9982006048,ambalalsuthar2015@gmail.com," Sarvadi Road, VPO Bhawrani, Tehsil - Ahore, District Jalore Jalor Jalor 343042"
55642XA642,ANNAPURANA FILLING STATION,South II,9985988889,AMBATI.1000@GMAIL.C0M," Survey No -168/AA/1, Madulapally Village Khammam Rural Mandal, Khammam Khammam 507170"
55596XA596,J M J  Filling Station,South II,9948322937,AMBATISHOWREDDY@GMAIL.COM," Sy.no.416/E,Chintalcheru Village Hathnoor Mandal, Medak dist,telangana Medak Medak 502296"
55144XA144,Ambee Petchi Auto Station,South I,9715870030,AMBEEPETCHI@YAHOO.COM," Survey No: 590/2C3A, Alagiyapandiyapuram Village, Tirunelveli Alagiapandiapuram 627951"
45844TA844,Ambica Petroleum,West II,9925324000,AMBICAPETRO0024@GMAIL.COM, Village- Kukeri (Dholikuwa) Navsari Navsari 396560
55943XA943,Sri Ganesar Agencies,South I,9943728255,AMIR.LINGAM1@GMAIL.COM," S NO 161/1A,161/1B,KONNAIYUR VILLAGE, PONNAMARAVATHI TALUK PUDUKOTTAI PUDUKOTTAI 622401"
51066NA066,Accurate Fuel Station,North,9991246100,AMITAG.AC@GMAIL.COM," Khewat No-10,Khautauni N0 12,Mustakil No Vill Behrampur,Tehsil & District Palwal, Palwal Palwal 121102"
50889NA889,Accurate Fuel Station,North,9358109393,AMITAG.AC@GMAIL.COM, Khasra No. 60 Village Hajratpur Tehsil Khurja Bulandshahar Bulandshahar 203131
50319NA319,Prabha Fuels,North,9956781111,AMITAGARWAL60@YAHOO.CO.IN,Survey No. 67   Hardoi Hardoi 241001
60078RA078,Prashant Petroleum,East,9934219815,AMITANANDLO274@GMAIL.COM," Plot No. 2933 (P), 2897 (P) & 2898 (P) Khata No. 802 & 888 Begusarai Begusarai 800013"
51089NA089,Kavaya Filling Station,North,9927733433,AMITCHOUDHARY1810@GMAIL.COM," Khasra No. 501 Village Sakhankhurd Tehsil Deoband Dist, Saharanpur Saharanpur Saharanpur 247554"
50335NA335,Raja Filling Station,West III,9414381600,AMITCHOWDHARY01@GMAIL.COM,Chak 4 RPM   Sri Ganganaga Suratgarh 335804
45087TA087,Shivam Petroleum,West II,9601001001,amitgoriya1225@gmail.com,Taluka : Khambaliya Survey No. 143 Harshadpar Jamnagar Harshadpar 361305
51289NA289,GG Petro Sales,North,8872000405,AMITGOYALS005@GMAIL.COM," Vill. Gaunspura, Malerkotla-Ludhiana RD Tehsil -Malerkotla,Dist. Sangrur Sangrur Sangrur 148023"
46469TA469,Indus Petroleum,West I,9981205005,amitjeswani@gmail.com," Survey No.- 1448, 1449/1, Village- Gandhigram, Taluka- Sihora, Jabalpur Jabalpur 482001"
51013NA013,AMIT FUEL POINT,North,9729981006,AMITKHATODM@GMAIL.COM," Khewat No-166, Khatoni No. 202, Mustil & Kila No- 36//23/1 min (3-15), Kita 1 Mahendergarh Mahendergarh 123029"
45131TA131,Korulkar Highway Services,West I,9404996172,AMITKORULKAR@YMAIL.COM,Mohol Survey No. 26/2a  & 26/3a Kamti (bk) Solapur Kamti 413001
51263NA263,Maa Auto Fuels,North,9415312925,amitkumar.kumar040@gmail.com," Khasra No-547 Min Village-Ahilwar Bujurg,Tehsil- Deoria Deoria Deoria 274001"
51294NA294,Maharshi Nauva Baba Filling Station,North,8808096270,amitkumar.sipah@gmail.com," Khasra No-379,Village-Kunda Sharifpur Tehsil-Madhuban Mau Mau 221603"
51518NA518,Shree Balaji Speed Fuels,North,9756400259,amitkumarbly2015@gmail.com," Khasra No. 210,  Village - Mundia, Tehsil - Bisauli Badaun Badaun 243720"
45702TA702,Bholebaba (Reconst: 45278TA278),West II,9714358444,AMITMORI82@GMAIL.COM, Village: Bhanvad Doosra Teen Patia Jamnagar Bhanvad 360510
46288TA288,Goga Petroleum,West II,9879596064,AMITNSHAH11@YAHOO.COM," Survey NO. 459 Paiki 1, Plot No. 1,2 &3 Village Modasa, Taluka Modasa, Arvalli Arvalli 383315"
50496NA496,N.P. Filling Station,North,9761583532,amitsharma9847@gmail.com,"Pahasu Kurja Road Khasra No. 577, Village Nagalia Takkar,  Bulandshaher Bulandshaher 203131"
55375XA375,M K Petroleum,South II,9030545898,AMJAD_KHANS87@YAHOO.COM, Survey No. 429 / E  Adilabad Adilabad 504106
51271NA271,AMOLAK FUELS,West III,7742863621,Amolakfuels@gmail.com," Khasra no. 89 & 93 , Village- Sonu, Tehsil- Jaisalmer , Distt.- Jaisalmer Jaisalmer Jaisalmer 345001"
45450TA450,Shri Balaji Petrol Supplies,West I,9423075852,AMOLAMRUTKAR2200@GMAIL.COM," Gut No : 463, Village – Kajgaon, Taluka – Bhadgaon, Jalgaon Kajgaon 416535"
45034TA034,Ashokbhai Manubhai Patel,West II,9427063356,AMPATELANKLAV@GMAIL.COM, Opp. Anklav Police Station Village-Anklav Anand Anklav 388510
55579XA579,AMPM FUELS,South I,9072682000,AMPMINNOVATION@GMAIL.COM," Re Sy 384/4, Kizhiserri, Kuzhimanna Village, Kondotty Taluk, Mallapuram Mallapuram 673641"
45554TA554,Rahul Fuels,West I,9993009999,AMRISHDEVDA@GMAIL.COM," Survey No.115,Mhow - Neemuch Road, 600 Mt away from 59/20 KM Stone, Dhar Kanwan 454665"
51038NA038,Bahal Singh & Sons Filling Station,West III,9414955871,amritpalsinghbrar59lnp@gmail.com," Murbba No. 19, Killa No. 1,2,3,10,Villag illage -  59 LNP II , Tehsil-Padampur, Sri Ganganagar Sri Ganganagar 335061"
45427TA427,Amrutchaya Petroleum,West II,9998869464,AMRUTCHHAYA.DHANERA@GMAIL.COM," Near Jalaram Mandir, Dhanera to Deesa Highway, Dhanera, Banaskantha Banaskantha Banaskantha 391770"
46445TA445,Amrutchhaya Fuel Station,West II,9426368849,AMRUTCHHAYA.KOTDA@GMAIL.COM," Survey No: 1+2+3+6+63/6 Paiki 3 Vill: Kotda (Dhakha), Taluka- Dhanera, Banaskantha, Banaskantha, 385310"
55833XA833,Hari Agency,South I,9443050314,AMSIVA1970@GMAIL.COM," Survey NO.1/2B1, Kolapakkam Village Thirukovilur Taluk, Villupuram District Villupuram Villupuram 605757"
55526XA526,VIJAY AGENCY,South I,9842496619,amuthanalliah@gmail.com," Survey No.561/5,Palavanatham Vilage, Aruppukottai Taluka, Virudhu nagar Virudhu nagar 626004"
50339NA339,Shukla Auto Sales,North,9811152205,ANAND.MONU.SHUKLA@GMAIL.COM,Arazi No. 256   Jaunpur Mariahau 222127
45163TA163,Dr. Vyas Filling Station,West I,9425041439,ANAND_BGVYAS@YAHOO.CO.IN,"Sandia Road, Mile stone 135/2 S.H. no. 19, Silari Hoshangabad Piparia 461775"
46277TA277,Dr Vyas Petroleum,West I,9425041439,ANAND_BGVYAS@YAHOO.CO.IN," Survey No.597/4/2 ,  Vill. Bachwani, Tal- Bankhedi, Dist. Hoshangabad Hoshangabad Hoshangabad 461990"
60198RA198,Miding Filling Station,East,9435084751,ANAND3256@YAHOO.COM, Village: 4th Mile  East Siang Passighat 791102
60331RA331,Silapathar Service Station (Reconst: 60165RA165),East,8472075007,ANAND3256@YAHOO.COM,   Dhemaji Kolamua 787059
55554XA554,ANAND AGENCIES,South I,9842340777,ANANDAGENCIES.VLR@GMAIL.COM," S.NO.99/1B2,PALAVANCHATHU VILLAGE VELLORE TALUK,VELLORE DISTRICT, VELLORE VELLORE 632009"
56228XA228,S R Petroleums,South II,9739845222,anandappupavar@gmail.com," Survey No 261/3,Village Halasangi, Indi.Taluka, Vijayapur Vijayapur 586209"
56031XA031,Anand Corporation Fuel Station,South II,9743243213,anandbgtv@gmail.com," Survey # 52, NH 206, Honnasettihalli Village,Arsikere Taluk, Hassan Hassan 573103"
45937TA937,Viraj Petroleum,West I,9405203418,ANANDCHAVAN744@GMAIL.COM," Gut No 895 Kasabe Digraj, Sangli Sangli 416305"
45690TA690,Aditya Petro Chem (Reconst: 45442TA442),West II,9428795151,anandkhachar@yahoo.com," On Derdi-Vasavad Rd,, G31 Near Telephone Exchange,Gonda Rajkot Rajkot 364465"
45047TA047,Anand.s.mangrule,West I,9850110399,ANANDMANGRULE@REDIFFMAIL.COM, Akkalkot City Akkalkot Sholapur Akkalkot 413005
46027TA027,Mallikarjun Petroleum,West I,9923350027,anandmangrule@rediffmail.com," Gat no. 351/2/B, Village-Akkalkot, Tal-Akkalkot, Solapur Solapur 413216"
50061NA061,Anand Petroz,North,9355820795,ANANDPETROZ@REDIFFMAIL.COM,Khasra No.128/11/2/2 Khewat No.658/568 Khatauni No.712 Fatehabad Fatehabad 125050
46055TA055,Anandpur Petroleum,West II,9687611131,ANANDPURPETROLEUM@GMAIL.COM," Survey no 73 / PAIKI 1, Village. Devpar ( Anandpar), Taluka. Chotila, Surendranagar Surendranagar 363520"
50979NA979,SHEKHAR FILLING STATION,North,9838138333,ANANDSHEKHARSINGH@GMAIL.COM," KHASRA NO 185 MIN VILLAGE HATWAHARDAS,EHSIL BAHRAICH BAHRAICH BAHRAICH 271870"
45739TA739,Sai Petroleum,West I,7049127865,ANANT.LAVIN@YAHOO.IN,  Survey no  171/2/2 172/2/2  Village- Bidwa Rewa Rewa 486001
45536TA536,Maa Kaway Chamunda Sales & Services,West I,9977277767,ANANT7767@REDIFFMAIL.COM,Bhilkhedi   Sihore Ahemapur 466665
46876TA876,Premraj Fueling (Reconstitution:45232TA232),West I,9425083380,anant7767@rediffmail.com," Survey No.887 (P.H. No. 17), Village - Chakrod, Tehsil - Kalapipal, Shajapur Shajapur 465337"
55803XA803,Bhairaveshwara Fuel Station,South II,9036003357,ANANTH.RAJ9060@GMAIL.COM," Sy No 60/3 of Village :Mantankurchi Nelamangala Taluk,Distt- Bangalore Rural Bangalore Rural Bangalore Rural 562123"
56270XA270,Ananya Fuels,South I,9842952488,ananyafuels.essaroil@gmail.com," SF.No.127/3C3, Pallipalayam Village, Tiruchengode Taluk, Namakkal Namakkal 636008"
55942XA942,Kalaiselvi Traders,South I,9751328577,ANBALAGAN.UE.RD@GMAIL.COM," S NO 189/1B,189/2A,Thennampulam, Senbagarayanallur Village, Nagapattinam Nagapattinam 614806"
56025XA025,Dhanalakshmi Agency,South I,9488529454,angelneyveli2@gmail.com," Survey No: 83/3A1, Veeraperumanallur Village,Panruti Taluka Cuddalore Cuddalore 607101"
50706NA706,S R ENTERPRISE,North,9997834791,ANIKET8189@GMAIL.COM, Village Hevatpur kotara Tehsil Atrauli Aligarh Aligarh 202280
51351NA351,Jaiman Filling Station,West III,9829773891,anil.jmn5@gmail.com," Khasra no. 238, Village Intka, Tehsil Sikrai, Dist Dausa Rajasthan  Dausa 303326"
55122XA122,BANDRI PETROLEUMS,South II,9880430526,ANIL431027@GMAIL.COM,Kudligi Survey No.547  Bellary Kudaligi 583101
50657NA657,Dinanath Anil Kumar Filling Center,North,9450468791,ANIL551GUPTA@GMAIL.COM, Dholha Tappa Naugawa Tehsil Padrauna Khushinagar KHushinagar 274305
50060NA060,Bhagwati Filling Station,West III,9414365009,ANILBHAGWATI123@GMAIL.COM,Gangapur City Khasra No 1007 Village : Amargarh Sawai Madhopur Gangapur-city 322201
51522NA522,Godara Filling Station,West III,9461261190,anilgodara5004@gmail.com," Murbba No. 50, Kila No. 12/1, 12/2, 13/1 & 14, Sri Ganganagar Sri Ganganagar 335037"
51408NA408,Ved Service Station,North,9312509635,ANILPARASHAR157@GMAIL.COM," Khasra No-11/15,Village- Habitpur Tehsil-  Najafgarh South West Delhi South West Delhi 110072"
60415RA415,Maa Byghradevi Filling Station,East,9437357848,ANILPATI666.LIC@GMAIL.COM," Plot No.- 556, Village- Kullada  Taluka- Ghumusar,Bhanjanagar Ganjam, Ganjam, 761131"
50198NA198,Jai Maa Santoshi Filling Station,North,9899719043,ANILRAGHAV001@GMAIL.COM,"Gurgaon - Pataudi Road, Khewat No. 513 Khata  No. 610 Gurgaon Gurgaon 122505"
46409TA409,Ashirvad Petroleum,West II,9913233150,ANIRUDDH5555@GMAIL.COM," Survey no 140 paiki,Dadka, Taluka sami,patan patan patan 384265"
47068TA068,Chhadat Petroleum,West II,8000574630,anis_chhadat@yahoo.com," Survey No. 457, Village.Ikhar, Taluka. Amod, Bharuch Bharuch 392230"
51070NA070,K P Filling Station,West III,9214006655,anishjony2@gmail.com," Survey No. 5823/5410, Village Nainwa, Tehsil - Nainwa, District Bundi Bundi Bundi 323801"
55709XA709,SRI TARAKARAMA FILLING STATION,South II,8074009501,ANJANEYULU.POONDLA@GMAIL.COM," Sy.No.278/3,Near Mungamuru Road Junction NH5, Ongole Town, Ongole (M), Prakasam D Prakasam Prakasam 523001"
46739TA739,Shree Anjar Ginning And Pressing Co,West II,9825372027,anjargin9@gmail.com," Co Pvt Ltd Survey No.3275,Village–Anjar, Kutch Kutch 370110"
51459NA459,Anju Filling Station,North,9991163594,ANJUFILLINGSTATION123@GMAIL.COM," Vill.Islamgarh,Marot Road Chuchakwas, Dist.Jhajjar Jhajjar Jhajjar 124106"
60130RA130,Bhubhan Enterprises,East,9706012583,ANKEET24@REDIFFMAIL.COM,Fatasil Ganeshpara   Guwahati Kamrup 781025
46094TA094,Shree Dadaji Fuels,West I,9425938646,ANKIT.IS.GOUR@GMAIL.COM," Survey No. 175/4, P.H. No. 19 Village - Khalwa, Tehsil - Khalwa, Khandwa, Khandwa, 450117"
51641NA641,Shri Radhey Service Station,North,9953953282,ankit.k.goyal91@gmail.com," Khasra No. 297, Village-Asalat Nagar, Delhi Meerut Road,Muradnagar, Ghaziabad Ghaziabad 201206"
50768NA768,SHEELA DEVI FILLING STATION,North,7895907844,ANKITAAIDU91@GMAIL.COM," Khasra No. 23/8 & 28/3  Etawa, Etawa 206242"
50091NA091,Jai Hanuman Filling Station,North,9728475000,ANKITBHARDWAJ75@GMAIL.COM,"Khatauni No. - 431 Moraba No. 70, Killa no.2 and 3, Khewat No. - 305/280 Jind Jind 126102"
51696NA696,Ganpati Filling Station,West III,9772238685,ankitghatiyali@gmail.com," Khasra No.3020 & 3021, Village–Ghateyali,Tehsil – Kekri (Sawar) Ajmer Ajmer 305407"
46291TA291,Avtar Petroleum,West I,9977033663,ANKITKUMAR3663@GMAIL.COM," Survey No. 317, Vill. Chandpur, Tal- Rehli, Dist. Sagar Sagar Sagar 470227"
50653NA653,Sarthak Filling Station,North,9412557515,ANKITMITTAL9911@GMAIL.COM, Village Kalyannagar Tehsil Atroli Aligarh Aligarh 202280
50766NA766,Om Namay Shivay Filling Station,North,8394952070,ANKITMITTAL9911@GMAIL.COM, Khasra No.280 Village Khawaspur  Bulandshahar  Bulandshahar 247121
50156NA156,Vishnu Filling Station,North,9453343333,ANKITMRAI@YAHOO.COM,Bardah Chak No. 224   Azamgarh Lalganj 276301
45426TA426,J R P Petroleum,West II,9825122539,ANKITPARIKH2012@GMAIL.COM,Pipadia Road Opp. Vallabh Geaning  Vadodara Vaghodia 363650
50430NA430,SHREE CHANDEL PETROLEUM PVT. LTD,North,8052054000,ankitsinghchandel@hotmail.com,"VILLAGE UDHOU NIWADA,KANPURNAGAR  ARAZI NO.94 (PART), KANPUR NAGAR BILLHAUR 208001"
50626NA626,Anmol Filling Station,North,9335341541,ANMOLFILLINGLKO@GMAIL.COM, Village Naubasta Kalan Tehsil and Dist Lucknow Lucknow Lucknow 226028
55777XA777,Annai Agencies,South I,8940651046,ANNAISUPPLIERS2005@GMAIL.COM," Survey No: 152/2B, Thirumangalam Village Sriperumbathur Taluka, Kanchipuram Kanchippuram Kanchippuram 602106"
55816XA816,Annamalaiyar Fuel Agency,South I,9962510607,ANNAMALAI.SANGS@GMAIL.COM," S No.13/2A,Italapatti village Harur taluk, Dharmapuri District Dharmapuri Dharmapuri 636902"
56193XA193,Sri Annamalaiyar Fuels,South I,9942288725,annamalayarfuels@gmail.com," S.No.191/3B Jallipatty Village, Sulur Taluk, Coimbatore Coimbatore 641671"
50915NA915, Ajay Govind Filling Station,North,9917585317,ANNU.GARG4@GMAIL.COM," Khasra No. 382/2, Village Sultanpati, Tehsil Mant, Mathura Mathura 282201"
50934NA934,ANP Filling Station,West III,9414026366,ANPFILLINGSTATION@GMAIL.COM," Khasra.106, Village-Semaramafi  Tehsil-Roopwas, Bharatpur Bharatpur 321402"
55524XA524,ANR Filling Station,South II,9640233355,ANRFILLINGSTATIONSDNR@GMAIL.COM," Suvery No: 675/EE, Village: Chatanpally,  Mandal: Farooq Nagar, Mahabubnaar Mahabubnaar 509216"
55053XA053,Popular Fuels,South I,9349582586,ANTONYJOSEPH7059@GMAIL.COM,"Puthuvpin 17/1107a, Thekkeveetll House Vypin Ernakulam Vypin 682016"
50916NA916,Kanhaiyalal Filling Stattion,North,9720379000,ANUJK5628@GMAIL.COM," Khasra No.131, Gata No.3110, Village Urthan, Tehsil Karhal, Mainpuri Mainpuri 205264"
55645XA645,Sri Sai Fuel Station,South II,9449667397,ANUKSHA.DINESH@GMAIL.COM," Sy.No - 25/4, Mysore Road, Gandasi Village,  Arsikere Taluk, Hassan Distric Hassan Hassan 573119"
60410RA410,Hossain Oil Agency,East,9593203040,ANUP02011@GMAIL.COM," Village + Post-Sripur, P.S. - Pukhuria, District- Malda Malda Malda 732139"
51173NA173,S Dayal Filling Station,North,9415532681,ANUPAM22GUPTA@GMAIL.COM," Arazi No-103, Village - Ismailpur Ambapa Tehsil- Bangarmau, District- Unnao, Unnao Unnao 209868"
56153XA153,Sri Hanji Shivanna Fuel Service Station,South II,9449853237,anupamahp6@gmail.com," Survey No:13/2, Geramaradi Village, Taluka: Tarikere , Chikmagalur Chikmagalur 577228"
50287NA287,Durga Filling Station,North,9557772427,ANURAGESSARDFS@GMAIL.COM,"Khasra No. 102 , 105 , & 647   Badaun Pargana - Rajpura 243751"
50563NA563,Anurag Filling Station (Recon: 50332NA332),North,9557772427,ANURAGESSARDFS@GMAIL.COM,"Badaun, U10 Khasra No-447  Badaun Gunnor 202521"
50588NA588,Aman Filling Station,North,9412048311,ANURAGESSARDFS@GMAIL.COM, KrantiRaj Marg Gawan to Hassanpur Amroha (J P NAGAR) Amroha 244235
51320NA320,Himalaya Rasayan Pvt Ltd,West III,7718005975,ANURAGOYAL_99@YAHOO.COM," Khasra No. 4526, Village : Debari, Tehsil : Girwa, Distt. : Udaipur, Udaipur Udaipur 313024"
55729XA729,Yas Enterprises,South I,8940469456,ANWARALI72@ICLOUD.COM," Survey No-1/9,Revenue Village:Seevalathi Ilayankudi Taluka, Sivagangai District, Sivagangai Sivagangai 630710"
60524RA524,Ziya Fuel Centre,East,9471844882,anzarziya@gmail.com," Khata No.58, Khasra No. 1596, Thana No.141, Mauza-Jhunki Mushara, Kishanganj Kishanganj 855101"
55927XA927,Halagigoudar Petroleums,South II,9986776263,APHPC758@GMAIL.COM," Survey No 46/9, Madhabhavi Village, Mudhol Taluk, Bagalkot Bagalkot 587313"
55155XA155,Vatalil Enterprises,South I,9443067345,APNACSCERUMAD@GMAIL.COM,Door N0.14/139 C6  Survey No.1121/3 The Nilgiris Nilgiris 643239
45432TA432,Nirmal & Sons,West I,9981056333,APOORVEDHANOTE@GMAIL.COM,"Khasra No. 145/9,   Khargone Indore 452001"
55808XA808,A.P.R Agency,South I,9842745200,APRAGENCY6@GMAIL.COM," 119/2A,MAM garden,Bhavani- Mettur Road, Nerinjipettai Village, Anthiyur Taluk Erode Erode 638311"
60364RA364,Om Shanti Baba Bhagwat Fuel Centre,East,9939045852,AR.GRD111@GMAIL.COM, Plot no - 2863 & 2865 Khata no. - 293 Giridih Giridih 825412
55189XA189,Arafa Group,South I,9447597684,ARAFAFUELS@GMAIL.COM,Building No. 11/69C   Ernakulam Muvatupuzha 683556
